sr,Locality_Name,"Post_
Code",Municipality_Name,"Ward_
Name",LGA,District_Name,"District_
Code","Region_
Name","Region_
Code"
540,Burkes Bridge,3568,Gannawarra Shire Council,Yarran,57204,Murray Plains,57,Northern Victoria,4
541,Burkes Flat,3475,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8
542,Burnbank,3371,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
543,Burnewang,3558,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
544,Burnley,3121,Yarra City Council,Melba,51302,Richmond,70,Northern Metropolitan,3
545,Burnside,3023,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
546,Burnside Heights,3023,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
547,Burramboot,3559,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
548,Burramboot,3559,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4
549,Burramine,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
550,Burramine South,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
551,Burrowye,3709,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
552,Burrumbeet,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
553,Burrumbeet,3352,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
554,Burrumbeet,3352,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
555,Burwood,3125,Monash City Council,Mount Waverley,55502,Burwood,17,Southern Metropolitan,6
556,Burwood,3125,Whitehorse City Council,Wattle,55911,Burwood,17,Southern Metropolitan,6
557,Burwood East,3151,Whitehorse City Council,Eley,55902,Forest Hill,31,Eastern Metropolitan,1
558,Burwood East,3151,Whitehorse City Council,Mahoneys,55906,Forest Hill,31,Eastern Metropolitan,1
559,Burwood East,3151,Whitehorse City Council,Terrara,55909,Forest Hill,31,Eastern Metropolitan,1
560,Bushfield,3281,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
561,Bushfield,3281,Warrnambool City Council,Unsubdivided,52101,South-West Coast,77,Western Victoria,8
562,Bushy Park,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
563,Butchers Ridge,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
564,Buxton,3711,Murrindindi Shire Council,Cathedral,53001,Eildon,24,Northern Victoria,4
565,Byaduk,3301,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
566,Byaduk,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
567,Byaduk North,3300,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
568,Byawatha,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
569,Bylands,3762,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
570,Bylands,3762,Mitchell Shire Council,Central,52801,Euroa,27,Northern Victoria,4
571,Byrneside,3617,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
572,Cabarita,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
573,Cabbage Tree,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
574,Cabbage Tree Creek,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
575,Cadello,3442,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4
576,Cairnlea,3023,Brimbank City Council,Grasslands,54201,Kororoit,42,Western Metropolitan,7
577,Caldermeade,3984,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
578,California Gully,3556,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
579,California Gully,3556,Greater Bendigo City Council,Whipstick,50203,Bendigo West,8,Northern Victoria,4
580,Calivil,3573,Loddon Shire Council,Terrick,56504,Bendigo East,7,Northern Victoria,4
581,Calivil,3573,Loddon Shire Council,Terrick,56504,Murray Plains,57,Northern Victoria,4
582,Callawadda,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
583,Callignee,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
584,Callignee North,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
585,Callignee South,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
586,Calrossie,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
587,Calulu,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
588,Camberwell,3124,Boroondara City Council,Cotham,50702,Kew,40,Southern Metropolitan,6
589,Camberwell,3124,Boroondara City Council,Gardiner,50703,Hawthorn,38,Southern Metropolitan,6
590,Camberwell,3124,Boroondara City Council,Junction,50705,Hawthorn,38,Southern Metropolitan,6
591,Camberwell,3124,Boroondara City Council,Lynden,50706,Burwood,17,Southern Metropolitan,6
592,Camberwell,3124,Boroondara City Council,Lynden,50706,Hawthorn,38,Southern Metropolitan,6
593,Camberwell,3124,Boroondara City Council,Solway,50710,Burwood,17,Southern Metropolitan,6
594,Camberwell,3124,Boroondara City Council,Solway,50710,Hawthorn,38,Southern Metropolitan,6
595,Cambrian Hill,3352,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
596,Campbellfield,3061,Hume City Council,Meadow Valley,54803,Broadmeadows,12,Northern Metropolitan,3
597,Campbells Bridge,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
598,Campbells Creek,3451,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,8,Northern Victoria,4
599,Campbells Creek,3451,Mount Alexander Shire Council,Coliban,56703,Bendigo West,8,Northern Victoria,4
600,Campbells Creek,3451,Mount Alexander Shire Council,Coliban,56703,Macedon,45,Northern Victoria,4
601,Campbells Creek,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,8,Northern Victoria,4
602,Campbells Forest,3556,Loddon Shire Council,Inglewood,56502,Bendigo East,7,Northern Victoria,4
603,Campbells Forest,3556,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8
604,Campbelltown,3364,Central Goldfields Shire Council,Tullaroop,56304,Ripon,72,Western Victoria,8
605,Campbelltown,3364,Hepburn Shire Council,Cameron,56402,Ripon,72,Western Victoria,8
606,Campbelltown,3364,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,8,Northern Victoria,4
607,Camperdown,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
608,Canadian,3350,Ballarat City Council,South,50303,Buninyong,16,Western Victoria,8
609,Canary Island,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
610,Caniambo,3630,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
611,Cann River,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
612,Cannie,3540,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
613,Cannons Creek,3977,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
614,Cannum,3393,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
615,Canterbury,3126,Boroondara City Council,Cotham,50702,Kew,40,Southern Metropolitan,6
616,Canterbury,3126,Boroondara City Council,Junction,50705,Hawthorn,38,Southern Metropolitan,6
617,Canterbury,3126,Boroondara City Council,Lynden,50706,Burwood,17,Southern Metropolitan,6
618,Canterbury,3126,Boroondara City Council,Lynden,50706,Hawthorn,38,Southern Metropolitan,6
619,Canterbury,3126,Boroondara City Council,Maling,50707,Box Hill,10,Eastern Metropolitan,1
620,Canterbury,3126,Boroondara City Council,Maling,50707,Burwood,17,Southern Metropolitan,6
621,Canterbury,3126,Boroondara City Council,Maling,50707,Hawthorn,38,Southern Metropolitan,6
622,Canterbury,3126,Boroondara City Council,Maling,50707,Kew,40,Southern Metropolitan,6
623,Cape Bridgewater,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
624,Cape Clear,3351,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
625,Cape Conran,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
626,Cape Otway,3233,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
627,Cape Paterson,3995,Bass Coast Shire Council,Bunurong,53401,Bass,3,Eastern Victoria,2
628,Cape Schanck,3939,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2
629,Cape Woolamai,3925,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
630,Capel Sound,3940,Mornington Peninsula Shire Council,Seawinds,55705,Nepean,61,Eastern Victoria,2
631,Capels Crossing,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
632,Capels Crossing,3579,Gannawarra Shire Council,Murray,57202,Murray Plains,57,Northern Victoria,4
633,Capels Crossing,3579,Gannawarra Shire Council,Patchell,57203,Murray Plains,57,Northern Victoria,4
634,Carag Carag,3623,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4
635,Caralulup,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
636,Caramut,3274,Moyne Shire Council,Unsubdivided,51801,Lowan,44,Western Victoria,8
637,Caramut,3274,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
638,Caramut,3274,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
639,Carapooee,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
640,Carapooee West,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
641,Carapook,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
642,Carapook,3312,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
643,Carboor,3678,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4
644,Cardigan,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
645,Cardigan Village,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
646,Cardinia,3978,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
647,Cardross,3496,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
648,Cargerie,3334,Moorabool Shire Council,West Moorabool,50403,Buninyong,16,Western Victoria,8
649,Carina,3512,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
650,Caringal,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
651,Carisbrook,3464,Central Goldfields Shire Council,Tullaroop,56304,Ripon,72,Western Victoria,8
652,Carisbrook,3464,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4
653,Carlisle River,3239,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
654,Carlsruhe,3442,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
655,Carlsruhe,3442,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4
656,Carlton,3053,Melbourne City Council,Unsubdivided,50001,Melbourne,47,Northern Metropolitan,3
657,Carlton North,3054,Melbourne City Council,Unsubdivided,50001,Melbourne,47,Northern Metropolitan,3
658,Carlton North,3054,Yarra City Council,Nicholls,51303,Melbourne,47,Northern Metropolitan,3
659,Carlyle,3685,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
660,Carnegie,3163,Glen Eira City Council,Rosstown,54602,Oakleigh,64,Southern Metropolitan,6
661,Carngham,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
662,Caroline Springs,3023,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
663,Caroline Springs,3023,Melton City Council,Cambridge,55401,Sydenham,80,Western Metropolitan,7
664,Carpendeit,3260,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
665,Carpendeit,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8
666,Carrajung,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
667,Carrajung Lower,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
668,Carrajung South,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
669,Carranballac,3361,Ararat Rural City Council,Unsubdivided,51401,Polwarth,67,Western Victoria,8
670,Carranballac,3361,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
671,Carron,3480,Buloke Shire Council,Mount Jeffcott,57103,Ripon,72,Western Victoria,8
672,Carrum,3197,Kingston City Council,Banksia,54901,Carrum,18,South-Eastern Metropolitan,5
673,Carrum Downs,3201,Frankston City Council,North-East,54501,Carrum,18,South-Eastern Metropolitan,5
674,Carrum Downs,3201,Frankston City Council,North-West,54502,Carrum,18,South-Eastern Metropolitan,5
675,Carwarp,3494,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
676,Cashmore,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
677,Cassilis,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
678,Castella,3777,Murrindindi Shire Council,Kinglake,53005,Eildon,24,Northern Victoria,4
679,Casterton,3311,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
680,Castle Creek,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4
681,Castle Donnington,3585,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
682,Castlemaine,3450,Mount Alexander Shire Council,Calder,56701,Bendigo West,8,Northern Victoria,4
683,Castlemaine,3450,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,8,Northern Victoria,4
684,Catani,3981,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
685,Cathcart,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
686,Cathkin,3714,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4
687,Catumnal,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
688,Caulfield,3162,Glen Eira City Council,Camden,54601,Caulfield,19,Southern Metropolitan,6
689,Caulfield East,3145,Glen Eira City Council,Camden,54601,Caulfield,19,Southern Metropolitan,6
690,Caulfield North,3161,Glen Eira City Council,Camden,54601,Caulfield,19,Southern Metropolitan,6
691,Caulfield South,3162,Glen Eira City Council,Camden,54601,Caulfield,19,Southern Metropolitan,6
692,Caulfield South,3162,Glen Eira City Council,Rosstown,54602,Caulfield,19,Southern Metropolitan,6
693,Caveat,3660,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4
694,Cavendish,3314,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
695,Ceres,3221,Greater Geelong City Council,Kardinia,50603,South Barwon,76,Western Victoria,8
696,Chadstone,3148,Monash City Council,Mount Waverley,55502,Burwood,17,Southern Metropolitan,6
697,Chadstone,3148,Monash City Council,Oakleigh,55504,Oakleigh,64,Southern Metropolitan,6
698,Chandlers Creek,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
699,Chapple Vale,3239,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
700,Chapple Vale,3239,Corangamite Shire Council,Coastal,51602,Polwarth,67,Western Victoria,8
701,Charam,3318,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
702,Charlemont,3217,Greater Geelong City Council,Kardinia,50603,South Barwon,76,Western Victoria,8
703,Charleroi,3695,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
704,Charlton,3525,Buloke Shire Council,Lower Avoca,57101,Ripon,72,Western Victoria,8
705,Charlton,3525,Buloke Shire Council,Mount Jeffcott,57103,Ripon,72,Western Victoria,8
706,Chatsworth,3379,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8
707,Chatsworth,3379,Moyne Shire Council,Unsubdivided,51801,Lowan,44,Western Victoria,8
708,Chelsea,3196,Kingston City Council,Longbeach,54907,Mordialloc,52,South-Eastern Metropolitan,5
709,Chelsea,3196,Kingston City Council,Sandpiper,54909,Mordialloc,52,South-Eastern Metropolitan,5
710,Chelsea Heights,3196,Kingston City Council,Longbeach,54907,Mordialloc,52,South-Eastern Metropolitan,5
711,Chelsea Heights,3196,Kingston City Council,Sandpiper,54909,Mordialloc,52,South-Eastern Metropolitan,5
712,Cheltenham,3192,Bayside City Council,Beckett,54101,Sandringham,74,Southern Metropolitan,6
713,Cheltenham,3192,Bayside City Council,Ebden,54106,Sandringham,74,Southern Metropolitan,6
714,Cheltenham,3192,Bayside City Council,Ivison,54107,Sandringham,74,Southern Metropolitan,6
715,Cheltenham,3192,Kingston City Council,Chicquita,54904,Clarinda,20,South-Eastern Metropolitan,5
716,Cheltenham,3192,Kingston City Council,Chicquita,54904,Mordialloc,52,South-Eastern Metropolitan,5
717,Cheltenham,3192,Kingston City Council,Como,54905,Sandringham,74,Southern Metropolitan,6
718,Cheltenham,3192,Kingston City Council,Karkarook,54906,Clarinda,20,South-Eastern Metropolitan,5
719,Cheltenham,3192,Kingston City Council,Wattle,54910,Clarinda,20,South-Eastern Metropolitan,5
720,Cheltenham,3192,Kingston City Council,Wattle,54910,Mordialloc,52,South-Eastern Metropolitan,5
721,Cheltenham,3192,Kingston City Council,Wattle,54910,Sandringham,74,Southern Metropolitan,6
722,Chepstowe,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
723,Cherokee,3434,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
724,Cherrypool,3401,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
725,Cheshunt,3678,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4
726,Chesney Vale,3725,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
727,Chetwynd,3312,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
728,Chewton,3451,Mount Alexander Shire Council,Calder,56701,Bendigo West,8,Northern Victoria,4
729,Chewton,3451,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,8,Northern Victoria,4
730,Chewton,3451,Mount Alexander Shire Council,Coliban,56703,Bendigo West,8,Northern Victoria,4
731,Chewton Bushlands,3451,Mount Alexander Shire Council,Calder,56701,Bendigo West,8,Northern Victoria,4
732,Chewton Bushlands,3451,Mount Alexander Shire Council,Coliban,56703,Bendigo West,8,Northern Victoria,4
733,Childers,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
734,Chillingollah,3585,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
735,Chiltern,3683,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
736,Chiltern Valley,3683,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
737,Chinangin,3544,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
738,Chinkapook,3546,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
739,Chintin,3756,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
740,Chirnside Park,3116,Yarra Ranges Shire Council,Chirnside,56203,Evelyn,28,Eastern Victoria,2
741,Chirnside Park,3116,Yarra Ranges Shire Council,Ryrie,56207,Evelyn,28,Eastern Victoria,2
742,Chirrip,3525,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
743,Chocolyn,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
744,Christmas Hills,3775,Nillumbik Shire Council,Sugarloaf,55805,Eildon,24,Northern Victoria,4
745,Chum Creek,3777,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4
746,Churchill,3842,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2
747,Churchill Island,3925,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
748,Chute,3373,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
749,Clarendon,3352,Moorabool Shire Council,West Moorabool,50403,Buninyong,16,Western Victoria,8
750,Claretown,3352,Moorabool Shire Council,West Moorabool,50403,Buninyong,16,Western Victoria,8
751,Clarinda,3169,Kingston City Council,Bunjil,54902,Clarinda,20,South-Eastern Metropolitan,5
752,Clarinda,3169,Kingston City Council,Caruana,54903,Clarinda,20,South-Eastern Metropolitan,5
753,Clarinda,3169,Kingston City Council,Karkarook,54906,Clarinda,20,South-Eastern Metropolitan,5
754,Clarkefield,3430,Hume City Council,Jacksons Creek,54802,Sunbury,79,Western Metropolitan,7
755,Clarkefield,3430,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
756,Clarkes Hill,3352,Moorabool Shire Council,West Moorabool,50403,Buninyong,16,Western Victoria,8
757,Clayton,3168,Monash City Council,Mulgrave,55503,Oakleigh,64,Southern Metropolitan,6
758,Clayton,3168,Monash City Council,Oakleigh,55504,Clarinda,20,South-Eastern Metropolitan,5
759,Clayton,3168,Monash City Council,Oakleigh,55504,Oakleigh,64,Southern Metropolitan,6
760,Clayton South,3169,Kingston City Council,Bunjil,54902,Clarinda,20,South-Eastern Metropolitan,5
761,Clayton South,3169,Kingston City Council,Caruana,54903,Clarinda,20,South-Eastern Metropolitan,5
762,Clear Lake,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
763,Clematis,3782,Cardinia Shire Council,Ranges,54307,Gembrook,34,Eastern Victoria,2
764,Clematis,3782,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
765,Clifton Creek,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
766,Clifton Hill,3068,Yarra City Council,Langridge,51301,Richmond,70,Northern Metropolitan,3
767,Clifton Hill,3068,Yarra City Council,Nicholls,51303,Richmond,70,Northern Metropolitan,3
768,Clifton Springs,3222,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8
769,Clonbinane,3658,Mitchell Shire Council,Central,52801,Euroa,27,Northern Victoria,4
770,Clover Flat,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
771,Cloverlea,3822,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
772,Club Terrace,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
773,Clunes,3370,Hepburn Shire Council,Cameron,56402,Ripon,72,Western Victoria,8
774,Clyde,3978,Casey City Council,Balla Balla,54401,Bass,3,Eastern Victoria,2
775,Clyde,3978,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
776,Clyde,3978,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
777,Clyde North,3978,Casey City Council,Edrington,54402,Bass,3,Eastern Victoria,2
778,Clyde North,3978,Casey City Council,Edrington,54402,Cranbourne,21,South-Eastern Metropolitan,5
779,Clyde North,3978,Casey City Council,Mayfield,54404,Cranbourne,21,South-Eastern Metropolitan,5
780,Clydebank,3851,Wellington Shire Council,Central,53901,Gippsland East,35,Eastern Victoria,2
781,Clydesdale,3461,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
782,Coalville,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
783,Cobains,3851,Wellington Shire Council,Central,53901,Gippsland East,35,Eastern Victoria,2
784,Cobains,3851,Wellington Shire Council,Central,53901,Gippsland South,36,Eastern Victoria,2
785,Cobaw,3442,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
786,Cobbannah,3862,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
787,Cobblebank,3338,Melton City Council,Coburn,55402,Melton,48,Western Victoria,8
788,Cobden,3266,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8
789,Cobden,3266,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
790,Cobram,3644,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
791,Cobram East,3644,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
792,Cobrico,3266,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
793,Cobungra,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
794,Coburg,3058,Darebin City Council,West,50809,Preston,69,Northern Metropolitan,3
795,Coburg,3058,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3
796,Coburg,3058,Moreland City Council,North-East,51001,Pascoe Vale,66,Northern Metropolitan,3
797,Coburg North,3058,Darebin City Council,West,50809,Preston,69,Northern Metropolitan,3
798,Coburg North,3058,Moreland City Council,North-East,51001,Pascoe Vale,66,Northern Metropolitan,3
799,Cocamba,3546,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
800,Cochranes Creek,3475,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8
801,Cockatoo,3781,Cardinia Shire Council,Beacon Hills,54301,Gembrook,34,Eastern Victoria,2
802,Cockatoo,3781,Cardinia Shire Council,Ranges,54307,Gembrook,34,Eastern Victoria,2
803,Codrington,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
804,Coghills Creek,3364,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
805,Cohuna,3568,Gannawarra Shire Council,Yarran,57204,Murray Plains,57,Northern Victoria,4
806,Coimadai,3340,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4
807,Cokum,3542,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
808,Colac,3250,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
809,Colac Colac,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
810,Colac East,3250,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
811,Colac West,3250,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
812,Colbinabbin,3559,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
813,Colbinabbin,3559,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4
814,Colbrook,3342,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8
815,Coldstream,3770,Yarra Ranges Shire Council,Ryrie,56207,Evelyn,28,Eastern Victoria,2
816,Coleraine,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
817,Colignan,3494,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
818,Collingwood,3066,Yarra City Council,Langridge,51301,Richmond,70,Northern Metropolitan,3
819,Collingwood,3066,Yarra City Council,Nicholls,51303,Richmond,70,Northern Metropolitan,3
820,Combienbar,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
821,Concongella,3384,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
